Mod:Item:MetaData, Localized Name
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:3, Spawn Nuclear Creeper
minecraft:spawn_egg:4, Spawn Tainted Creeper
minecraft:spawn_egg:5, Spawn Phosgene Creeper
minecraft:spawn_egg:6, Spawn Volatile Creeper
minecraft:spawn_egg:7, Spawn Golden Creeper
minecraft:spawn_egg:23, Spawn Hunter Chopper
minecraft:spawn_egg:24, Spawn Cyber Crab
minecraft:spawn_egg:25, Spawn Tesla Crab
minecraft:spawn_egg:26, Spawn Taint Crab
minecraft:spawn_egg:27, Spawn Mask Man
minecraft:spawn_egg:28, Spawn Duck
minecraft:spawn_egg:29, Spawn Quackos The Elder One
minecraft:spawn_egg:30, Spawn FBI Agent
minecraft:spawn_egg:31, Spawn entity.entity_ntm_fbi_drone.name
minecraft:spawn_egg:32, Spawn Meltdown Elemental
minecraft:spawn_egg:33, Spawn entity.entity_meme_zombie.name
minecraft:spawn_egg:34, Spawn entity.entity_meme_skeleton.name
minecraft:spawn_egg:35, Spawn entity.entity_meme_ufo.name
minecraft:spawn_egg:36, Spawn entity.entity_meme_craft.name
minecraft:spawn_egg:37, Spawn Glyphid
minecraft:spawn_egg:38, Spawn Glyphid Brawler
minecraft:spawn_egg:39, Spawn Glyphid Behemoth
minecraft:spawn_egg:67, Spawn Brenda
minecraft:spawn_egg:68, Spawn Glyphid Bombardier
minecraft:spawn_egg:69, Spawn Glyphid Blaster
minecraft:spawn_egg:70, Spawn Glyphid Scout
minecraft:spawn_egg:71, Spawn Big Man Johnson
minecraft:spawn_egg:77, Spawn Breecher
minecraft:spawn_egg:78, Spawn Grump
minecraft:spawn_egg:79, Spawn Seeker
minecraft:spawn_egg:80, Spawn Ghost
minecraft:spawn_egg:81, Spawn Destroyer
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
securitycraft:motionActivatedLightOn, Motion-Activated Light
securitycraft:reinforcedObsidian, Reinforced Obsidian
securitycraft:reinforcedNetherrack, Reinforced Netherrack
securitycraft:reinforcedEndStone, Reinforced End Stone
securitycraft:reinforcedCarpet:0, Reinforced Carpet
securitycraft:reinforcedCarpet:1, Reinforced Orange Carpet
securitycraft:reinforcedCarpet:2, Reinforced Magenta Carpet
securitycraft:reinforcedCarpet:3, Reinforced Light Blue Carpet
securitycraft:reinforcedCarpet:4, Reinforced Yellow Carpet
securitycraft:reinforcedCarpet:5, Reinforced Lime Carpet
securitycraft:reinforcedCarpet:6, Reinforced Pink Carpet
securitycraft:reinforcedCarpet:7, Reinforced Gray Carpet
securitycraft:reinforcedCarpet:8, Reinforced Light Gray Carpet
securitycraft:reinforcedCarpet:9, Reinforced Cyan Carpet
securitycraft:reinforcedCarpet:10, Reinforced Purple Carpet
securitycraft:reinforcedCarpet:11, Reinforced Blue Carpet
securitycraft:reinforcedCarpet:12, Reinforced Brown Carpet
securitycraft:reinforcedCarpet:13, Reinforced Green Carpet
securitycraft:reinforcedCarpet:14, Reinforced Red Carpet
securitycraft:reinforcedCarpet:15, Reinforced Black Carpet
securitycraft:reinforcedGlowstone, Reinforced Glowstone
securitycraft:gravelMine, Gravel Mine
securitycraft:reinforcedSand, Reinforced Sand
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
securitycraft:reinforcedGravel, Reinforced Gravel
securitycraft:trophySystem, Trophy System
securitycraft:crystalQuartz:0, Block of Crystal Quartz
securitycraft:crystalQuartz:1, Chiseled Crystal Quartz Block
securitycraft:crystalQuartz:2, Pillar Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:0, Reinforced Block of Crystal Quartz
securitycraft:reinforcedCrystalQuartz:1, Reinforced Chiseled Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:2, Reinforced Pillar Crystal Quartz Block
securitycraft:crystalQuartzSlab:0, Crystal Quartz Slab
securitycraft:doubleCrystalQuartzSlab, tile.securitycraft:doubleCrystalQuartzSlab.name
securitycraft:reinforcedCrystalQuartzSlab:0, Reinforced Crystal Quartz Slab
securitycraft:reinforcedDoubleCrystalQuartzSlab, tile.securitycraft:reinforcedDoubleCrystalQuartzSlab.name
securitycraft:stairsCrystalQuartz, Crystal Quartz Stairs
securitycraft:reinforcedStairsCrystalQuartz, Reinforced Crystal Quartz Stairs
securitycraft:blockPocketWall, Block Pocket Wall
securitycraft:blockPocketManager, Block Pocket Manager
securitycraft:reinforced_stone_pressure_plate, Reinforced Stone Pressure Plate
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
Thaumcraft:blockCustomPlant:1, Silverwood Sapling
Thaumcraft:blockCustomPlant:2, Shimmerleaf
Thaumcraft:blockCustomPlant:3, Cinderpearl
Thaumcraft:blockCustomPlant:4, Ethereal Bloom
Thaumcraft:blockCustomPlant:5, Vishroom
Thaumcraft:blockTaint:0, Crusted Taint
Thaumcraft:blockTaint:1, Tainted Soil
Thaumcraft:blockTaint:2, Block of Flesh
Thaumcraft:blockTaintFibres:0, Fibrous Taint
Thaumcraft:blockTaintFibres:1, Tainted Grass
Thaumcraft:blockTaintFibres:2, Tainted Plant
Thaumcraft:blockTaintFibres:3, Spore Stalk
Thaumcraft:blockCosmeticOpaque:0, Amber Block
Thaumcraft:blockCosmeticOpaque:1, Amber Bricks
Thaumcraft:blockCosmeticOpaque:2, Warded Glass
Thaumcraft:blockCosmeticSolid:0, Obsidian Totem
Thaumcraft:blockCosmeticSolid:1, Obsidian Tile
Thaumcraft:blockCosmeticSolid:2, Paving Stone of Travel
Thaumcraft:blockCosmeticSolid:3, Paving Stone of Warding
Thaumcraft:blockCosmeticSolid:4, Thaumium Block
Thaumcraft:blockCosmeticSolid:5, Tallow Block
Thaumcraft:blockCosmeticSolid:6, Arcane Stone Block
Thaumcraft:blockCosmeticSolid:7, Arcane Stone Bricks
Thaumcraft:blockCosmeticSolid:8, Charged Obsidian Totem
Thaumcraft:blockCosmeticSolid:9, Golem Fetter
Thaumcraft:blockCosmeticSolid:11, Ancient Stone
Thaumcraft:blockCosmeticSolid:12, Ancient Rock
Thaumcraft:blockCosmeticSolid:14, Crusted Stone
Thaumcraft:blockCosmeticSolid:15, Ancient Stone Pedestal
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
thaumicadditions:tank_basic, [WIP] Vis tank
thaumicadditions:arc_seal, Arcane Seal (Deprecated in NEI)
thaumicadditions:symboller, Seal Symboller
thaumicadditions:infuser, Thaumic Infuser
thaumicadditions:dark_generator, Darkness Generator
thaumicadditions:thaumic_crystallizer, Thaumic Crystallizer
thaumicadditions:thaumic_generator, Thaumic Generator
thaumicadditions:thaumic_restorer, Thaumic Restorer
thaumicadditions:hyper_node_creator, [CREATIVE] Hyper node creator
thaumicadditions:returner_block, tile.thaumicadditions:returner_block.name
thaumicadditions:tainted_crops, Tainted Crops
thaumicadditions:infuser_activator, Runic Matrix Activator
thaumicadditions:tile_booster, Tile Entity Booster
thaumicadditions:creative_node, tile.thaumicadditions:creative_node.name
thaumicadditions:eldritch_stone, Eldritch Stone
thaumicadditions:eldritch_lock, tile.thaumicadditions:eldritch_lock.name
thaumicadditions:void_chest, Void Chest
thaumicadditions:stairs_eldritch, Eldritch Stone Stairs
thaumicadditions:old_crucible, Vis Crucible
thaumicadditions:vis_conduit, Vis Conduit
thaumicadditions:old_condensator, Vis Condenser
thaumicadditions:filter, Vis filter
thaumicadditions:tank_reinforced, tile.thaumicadditions:tank_reinforced.name
thaumicadditions:fluid.pure_warp, Liquefied Warp
adchimneys:bedrock, Bedrock Chimney
adchimneys:brick, Brick Chimney
adchimneys:clay, Clay Chimney
adchimneys:coal_block, Coal Chimney
adchimneys:cobblestone, Cobblestone Chimney
adchimneys:cobblestone_mossy, Mossy Cobblestone Chimney
adchimneys:diamond_block, Diamond Chimney
adchimneys:dirt, Dirt Chimney
adchimneys:emerald_block, Emerald Chimney
adchimneys:end_stone, Endstone Chimney
adchimneys:glowstone, Glowstone Chimney
adchimneys:gold_block, Gold Chimney
adchimneys:hardened_clay, Hardened Clay Chimney
adchimneys:hardened_clay_stained_black, Black Hardened Clay Chimney
adchimneys:hardened_clay_stained_blue, Blue Hardened Clay Chimney
adchimneys:hardened_clay_stained_brown, Brown Hardened Clay Chimney
adchimneys:hardened_clay_stained_cyan, Cyan Hardened Clay Chimney
adchimneys:hardened_clay_stained_gray, Gray Hardened Clay Chimney
